From	To	Species	Gene Name
Q57130	950354	Haemophilus influenzae Rd KW20	ABC transporter permease(HI1471)
Q6A8W1	2932091	Propionibacterium acnes KPA171202	deoxyuridine 5'-triphosphate nucleotidohydrolase(PPA_RS05310)
B9FJH4	4339003	Oryza sativa Japonica Group	laccase-12/13(LOC4339003)
Q60SG7	8573700	Caenorhabditis briggsae	C. briggsae CBR-XRN-2 protein(Cbr-xrn-2)
P10039	396440	Gallus gallus	tenascin C(TNC)
P10037	25517	Rattus norvegicus	POU class 1 homeobox 1(Pou1f1)
O78457	857015	Guillardia theta	PSI plastocyanin-binding subunit III(psaF)
Q14CB8	84986	Homo sapiens	Rho GTPase activating protein 19(ARHGAP19)
Q65K84	3030746	Bacillus licheniformis DSM 13 = ATCC 14580	acetyldiaminopimelate deacetylase(TRNA_RS29605)
Q1KXQ2	4055628	Helianthus annuus	cytochrome c biogenesis protein(ccsA)
Q1KXQ3	4055627	Helianthus annuus	NADH dehydrogenase subunit 4(ndhD)
Q2FLE8	3923147	Methanospirillum hungatei JF-1	stationary phase survival protein SurE(MHUN_RS02975)
Q92830	2648	Homo sapiens	lysine acetyltransferase 2A(KAT2A)
A4FZ87	4929015	Methanococcus maripaludis C5	threonyl-tRNA synthetase(MMARC5_RS06195)
Q9NX63	54927	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 3(CHCHD3)
Q92832	4745	Homo sapiens	neural EGFL like 1(NELL1)
Q92831	8850	Homo sapiens	lysine acetyltransferase 2B(KAT2B)
Q95XZ6	3565323	Caenorhabditis elegans	Lysosomal amino acid transporter 1(laat-1)
Q8PW37	1480106	Methanosarcina mazei Go1	isopentenyl pyrophosphate isomerase(MM_RS09150)
Q91VR7	66734	Mus musculus	microtubule-associated protein 1 light chain 3 alpha(Map1lc3a)
Q9NX65	54925	Homo sapiens	zinc finger and SCAN domain containing 32(ZSCAN32)
Q6D646	2885186	Pectobacterium atrosepticum SCRI1043	hypothetical protein(ECA_RS09100)
Q10096	2543006	Schizosaccharomyces pombe 972h-	zf-C2H2 type zinc finger protein(SPAC11D3.17)
Q95XZ0	173518	Caenorhabditis elegans	Conserved oligomeric Golgi complex subunit 4(cogc-4)
Q91W39	228869	Mus musculus	nuclear receptor coactivator 5(Ncoa5)
Q92839	3036	Homo sapiens	hyaluronan synthase 1(HAS1)
O07451	2656550	Ralstonia eutropha H16	carbamoyltransferase hypF2(H16_RS31975)
P10041	42313	Drosophila melanogaster	Delta(Dl)
P10040	42896	Drosophila melanogaster	crumbs(crb)
Q0D2E8	780289	Xenopus tropicalis	RFT1 homolog(rft1)
O13934	2541924	Schizosaccharomyces pombe 972h-	autophagy associated lipase Atg15(atg15)
O13933	2541937	Schizosaccharomyces pombe 972h-	mannosyltransferase complex subunit Alg1 (predicted)(alg1)
Q4X1U0	3513255	Aspergillus fumigatus Af293	zinc carboxypeptidase(AFUA_2G08790)
O13936	2541916	Schizosaccharomyces pombe 972h-	transcription elongation factor Spt5(spt5)
O13935	2541917	Schizosaccharomyces pombe 972h-	tRNA (cytosine-5-)-methyltransferase(SPAC23C4.17)
Q1KXR1	4055573	Helianthus annuus	hypothetical chloroplast RF1(ycf1)
A8XP14	8585468	Caenorhabditis briggsae	C. briggsae CBR-GOSR-2.1 protein(Cbr-gosr-2.1)
Q6NVK9	407882	Xenopus tropicalis	serum amyloid A like 1(saal1)
Q9FJV1	835758	Arabidopsis thaliana	Leucine-rich repeat (LRR) family protein(AT5G56570)
Q50LG9	441381	Homo sapiens	leucine rich repeat containing 24(LRRC24)
Q570S7	828501	Arabidopsis thaliana	cellulose synthase like G1(CSLG1)
Q0D2I5	25900	Homo sapiens	intermediate filament family orphan 1(IFFO1)
B0JXI2	5862788	Microcystis aeruginosa NIES-843	argininosuccinate lyase(MAE_RS08695)
Q8PW43	1480100	Methanosarcina mazei Go1	DNA-directed RNA polymerase subunit N(MM_RS09115)
P75443	877324	Mycoplasma pneumoniae M129	hypothetical protein(MPN335)
Q9M2Z3	824051	Arabidopsis thaliana	single-stranded DNA endonuclease family protein(AT3G48900)
P75445	877353	Mycoplasma pneumoniae M129	hypothetical protein(F10_orf750)
O82659	824198	Arabidopsis thaliana	centrin2(CEN2)
Q9M2Z1	824129	Arabidopsis thaliana	Leucine-rich receptor-like protein kinase family protein(BAM2)
Q9NX95	55638	Homo sapiens	syntabulin(SYBU)
F4JNY0	829761	Arabidopsis thaliana	endonuclease/exonuclease/phosphatase family protein(AT4G36050)
Q8W4C3	822127	Arabidopsis thaliana	Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT3G25430)
Q5JYT7	85449	Homo sapiens	KIAA1755(KIAA1755)
Q8PW40	1480103	Methanosarcina mazei Go1	hypothetical protein(MM_RS09135)
O13961	2542161	Schizosaccharomyces pombe 972h-	spindle pole body docking protein Cut11(cut11)
Q91VS8	227377	Mus musculus	FERM, RhoGEF and pleckstrin domain protein 2(Farp2)
Q9V8K2	37142	Drosophila melanogaster	Sec6 ortholog (S. cerevisiae)(Sec6)
P10030	1263560	Escherichia coli K-12	replication protein(repC)
Q9M2Y9	824131	Arabidopsis thaliana	myb domain protein 84(MYB84)
Q9M2Y8	824132	Arabidopsis thaliana	1-aminocyclopropane-1-carboxylate synthase 9(ACS9)
Q6NVL7	407966	Xenopus tropicalis	charged multivesicular body protein 2B(chmp2b)
Q4KFW6	3479061	Pseudomonas protegens Pf-5	glycerol-3-phosphate dehydrogenase [NAD(P)+](PFL_RS08770)
Q9BEG2	282452	Bos taurus	interleukin 12 receptor subunit beta 2(IL12RB2)
P12276	396061	Gallus gallus	fatty acid synthase(FASN)
P06729	914	Homo sapiens	CD2 molecule(CD2)
P65691	1093228	Mycobacterium bovis AF2122/97	6-phosphofructokinase(pfkA)
Q9M2Y6	824134	Arabidopsis thaliana	transmembrane protein(AT3G49720)
Q8W4D0	823585	Arabidopsis thaliana	cyclophilin71(CYP71)
P75456	877197	Mycoplasma pneumoniae M129	ferric uptake regulator(MPN329)
Q9M2Y0	823603	Arabidopsis thaliana	PHYTOSULFOKINE 3 PRECURSOR(PSK3)
A2RVP7	820172	Arabidopsis thaliana	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(MEE67)
Q92854	10507	Homo sapiens	semaphorin 4D(SEMA4D)
Q91W53	57437	Mus musculus	golgi autoantigen, golgin subfamily a, 7(Golga7)
Q8W4D4	825135	Arabidopsis thaliana	C2 domain-containing protein / GRAM domain-containing protein(AT3G59660)
Q8PW52	1480091	Methanosarcina mazei Go1	glutamyl-tRNA synthetase(gltX)
P75452	877363	Mycoplasma pneumoniae M129	hypothetical protein(MPN110)
P06723	1262438	Escherichia virus 186	Int(int)
Q92851	843	Homo sapiens	caspase 10(CASP10)
Q9BEG8	513953	Bos taurus	solute carrier family 26 member 2(SLC26A2)
Q9NWW5	54982	Homo sapiens	ceroid-lipofuscinosis, neuronal 6, late infantile, variant(CLN6)
Q9FK61	831636	Arabidopsis thaliana	AP2/B3-like transcriptional factor family protein(AT5G18090)
Q9NWW7	54980	Homo sapiens	chromosome 2 open reading frame 42(C2orf42)
Q6D5Q4	2883640	Pectobacterium atrosepticum SCRI1043	membrane protein(ECA_RS09805)
Q6D624	2884333	Pectobacterium atrosepticum SCRI1043	cysteine desulfuration protein SufE(ECA_RS09210)
P06731	1048	Homo sapiens	carcinoembryonic antigen related cell adhesion molecule 5(CEACAM5)
Q9NWW6	54981	Homo sapiens	nicotinamide riboside kinase 1(NMRK1)
Q9NWW9	54979	Homo sapiens	HRAS like suppressor 2(HRASLS2)
Q92859	4756	Homo sapiens	neogenin 1(NEO1)
P48304	5968	Homo sapiens	regenerating family member 1 beta(REG1B)
P48303	29733	Rattus norvegicus	sphingosine-1-phosphate receptor 1(S1pr1)
Q6CTQ9	2891888	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C10780g)
Q5R703	100173433	Pongo abelii	synaptogyrin 1(SYNGR1)
Q91VT8	68552	Mus musculus	small integral membrane protein 14(Smim14)
O13955	2541859	Schizosaccharomyces pombe 972h-	guanyl-nucleotide exchange factor, HOPS complex subunit Vam6 (predicted)(vam6)
Q57144	949548	Haemophilus influenzae Rd KW20	hypothetical protein(HI0461)
Q57140	950022	Haemophilus influenzae Rd KW20	acylneuraminate cytidylyltransferase(neuA)
Q75CC1	4619517	Eremothecium gossypii ATCC 10895	ACL012Wp(AGOS_ACL012W)
Q6NWC6	327069	Danio rerio	cleavage and polyadenylation specific factor 6(cpsf6)
P20945	2876199	Aspergillus nidulans FGSC A4	ABAA_EMENI Regulatory protein abaA(AN0422.2)
Q6NWC9	406581	Danio rerio	G kinase anchoring protein 1(gkap1)
Q6CTW6	2892678	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C09548g)
Q9NXS3	54813	Homo sapiens	kelch like family member 28(KLHL28)
Q9M3E5	823671	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT3G45330)
Q9FL28	834676	Arabidopsis thaliana	Leucine-rich receptor-like protein kinase family protein(FLS2)
P16580	396489	Gallus gallus	glutamate-ammonia ligase(GLUL)
Q14D04	79674	Homo sapiens	ventricular zone expressed PH domain containing 1(VEPH1)
Q9NY47	9254	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 2(CACNA2D2)
Q6ZIK7	4330435	Oryza sativa Japonica Group	protein Brevis radix-like 2(LOC4330435)
Q7S747	3876740	Neurospora crassa OR74A	histone acetyltransferase complex component Epl1(NCU03834)
P75354	876757	Mycoplasma pneumoniae M129	terminal organelle assembly protein TopJ(MPN119)
Q614K9	8585350	Caenorhabditis briggsae	C. briggsae CBR-MDT-1.2 protein(Cbr-mdt-1.2)
Q9HM61	1455679	Thermoplasma acidophilum DSM 1728	V-type ATP synthase subunit I(TA_RS00045)
Q9BEA0	403657	Canis lupus familiaris	epidermal growth factor(EGF)
P75350	877114	Mycoplasma pneumoniae M129	excinuclease ABC subunit C(uvrC)
Q9DGG6	395339	Gallus gallus	adenylate cyclase 9(ADCY9)
Q9BEA2	282576	Bos taurus	acyl-CoA synthetase medium-chain family member 1(ACSM1)
Q9M3D6	824679	Arabidopsis thaliana	white-brown complex homolog 19(ABCG19)
P75352	877177	Mycoplasma pneumoniae M129	topoisomerase IV subunit A(parC)
Q969F9	84343	Homo sapiens	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1(HPS3)
Q1PRL4	428445	Gallus gallus	tripartite motif containing 71, E3 ubiquitin protein ligase(TRIM71)
P10076	22688	Mus musculus	zinc finger protein 26(Zfp26)
P10078	22690	Mus musculus	zinc finger protein 28(Zfp28)
Q12986	4799	Homo sapiens	nuclear transcription factor, X-box binding 1(NFX1)
P10079	373313	Strongylocentrotus purpuratus	fibropellin I(egf1)
Q12983	664	Homo sapiens	BCL2 interacting protein 3(BNIP3)
Q6NWD4	393638	Danio rerio	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)(timm50)
Q59191	1195226	Borrelia burgdorferi B31	DNA-directed RNA polymerase subunit beta(rpoB)
P20937	16627	Mus musculus	killer cell lectin-like receptor, subfamily A, member 1(Klra1)
P10090	31271	Drosophila melanogaster	white(w)
O34486	939688	Bacillus subtilis subsp. subtilis str. 168	hypothetical protein(yfkQ)
E1C065	416684	Gallus gallus	centrosomal protein 41kDa(CEP41)
Q5I0P2	171133	Rattus norvegicus	glycine cleavage system protein H(Gcsh)
P16591	2241	Homo sapiens	FER tyrosine kinase(FER)
Q7ZUC2	406360	Danio rerio	stromal cell derived factor 4(sdf4)
Q9FL33	834670	Arabidopsis thaliana	Minichromosome maintenance (MCM2/3/5) family protein(MCM3)
Q9HLV2	1455774	Thermoplasma acidophilum DSM 1728	phosphoenolpyruvate carboxykinase(TA_RS00615)
Q9FKR0	833869	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G38780)
Q9UWU1	1454822	Sulfolobus solfataricus P2	S-adenosylmethionine decarboxylase(SSO_RS02690)
Q75BY9	4619665	Eremothecium gossypii ATCC 10895	ACR131Cp(AGOS_ACR131C)
P10089	7701380	Escherichia coli	hemolysin transport protein(hlyB)
A5DZT7	5233596	Lodderomyces elongisporus NRRL YB-4239	similar to DBP10(LELG_02874)
Q12996	1479	Homo sapiens	cleavage stimulation factor subunit 3(CSTF3)
O34493	936383	Bacillus subtilis subsp. subtilis str. 168	peptidase YtmA(ytmA)
Q6NWA8	402899	Danio rerio	transcriptional adaptor 1(tada1)
Q6CU66	2892209	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C07282g)
P16563	22024	Mus musculus	cysteine-rich secretory protein 2(Crisp2)
Q0UPL5	5973555	Parastagonospora nodorum SN15	hypothetical protein(SNOG_06299)
Q9M3G7	823975	Arabidopsis thaliana	Serine/Threonine-kinase ATM-like protein(ATM)
P75382	877119	Mycoplasma pneumoniae M129	proline--tRNA ligase(proS)
Q75BV4	4619701	Eremothecium gossypii ATCC 10895	ACR167Cp(AGOS_ACR167C)
Q7ZUB3	393251	Danio rerio	tetraspanin 31(tspan31)
Q72AV7	2793552	Desulfovibrio vulgaris str. Hildenborough	hypothetical protein(DVU1883)
Q969H8	56005	Homo sapiens	myeloid derived growth factor(MYDGF)
Q9FKS4	834082	Arabidopsis thaliana	Ataxia telangiectasia-mutated and RAD3-like protein(ATR)
Q9FKS5	834081	Arabidopsis thaliana	Cytochrome C1 family(AT5G40810)
Q91WA3	232232	Mus musculus	histone deacetylase 11(Hdac11)
O78511	857107	Guillardia theta	photosystem II P680 chlorophyll A apoprotein(psbB)
Q9DGI3	100304506	Ictalurus punctatus	thioredoxin(txn)
Q969H0	55294	Homo sapiens	F-box and WD repeat domain containing 7(FBXW7)
Q6CU52	2892418	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C07579g)
Q6CTT2	2892237	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C10274g)
B9FK36	4338322	Oryza sativa Japonica Group	acetyl-CoA carboxylase 2(LOC4338322)
P10075	2738	Homo sapiens	GLI family zinc finger 4(GLI4)
P10074	3104	Homo sapiens	zinc finger and BTB domain containing 48(ZBTB48)
P20953	1494023	Papaya mosaic virus	ORF3 (12K protein)(PapMVgp3)
Q8G3S4	1021921	Bifidobacterium longum NCC2705	hypothetical protein(BL1680)
P10073	342945	Homo sapiens	zinc finger and SCAN domain containing 22(ZSCAN22)
P10072	284459	Homo sapiens	HKR1, GLI-Kruppel zinc finger family member(HKR1)
Q8PWA0	1480038	Methanosarcina mazei Go1	lysyl-tRNA synthetase(MM_RS08800)
P16573	81613	Rattus norvegicus	carcinoembryonic antigen related cell adhesion molecule 1(Ceacam1)
Q9FL59	830576	Arabidopsis thaliana	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(FTIP1)
P16575	2667057	Bordetella pertussis Tohama I	virulence sensor protein BvgS(bvgS)
B2UCW7	6288850	Ralstonia pickettii 12J	protein translocase subunit SecA(secA)
Q5R6B1	100173575	Pongo abelii	leucine rich repeat transmembrane neuronal 1(LRRTM1)
Q7ZUA6	373986	Gallus gallus	limb development membrane protein 1(LMBR1)
Q95XG9	3565775	Caenorhabditis elegans	D-amino-acid oxidase(daao-1)
P75362	876833	Mycoplasma pneumoniae M129	signal recognition particle receptor FtsY(ftsY)
A8M2J5	5707436	Salinispora arenicola CNS-205	ATP synthase subunit alpha(SARE_RS19595)
A8M2J4	5707435	Salinispora arenicola CNS-205	ATP synthase subunit gamma(SARE_RS19590)
Q969G6	55312	Homo sapiens	riboflavin kinase(RFK)
Q9HLX1	1455758	Thermoplasma acidophilum DSM 1728	kinase(TA_RS00525)
Q9DGJ3	282673	Danio rerio	Niemann-Pick disease, type C2(npc2)
Q5R6B2	100172731	Pongo abelii	gamma-aminobutyric acid (GABA) A receptor, alpha 1(GABRA1)
Q9HM27	1456961	Thermoplasma acidophilum DSM 1728	CTP synthase(pyrG)
Q6F0S4	2898116	Mesoplasma florum L1	16S rRNA processing protein(Mfl541)
Q3KNS1	374308	Homo sapiens	patched domain containing 3(PTCHD3)
Q61500	16431	Mus musculus	integral membrane protein 2A(Itm2a)
O24980	899992	Helicobacter pylori 26695	pseudaminic acid synthase(HP0178)
O80480	837448	Arabidopsis thaliana	importin alpha isoform 4(IMPA-4)
P08138	4804	Homo sapiens	nerve growth factor receptor(NGFR)
Q9V8P9	37188	Drosophila melanogaster	Topoisomerase I-interacting protein(Topors)
P08132	100312960	Sus scrofa	annexin A4(ANXA4)
Q5I0S8	496899	Xenopus tropicalis	serpin peptidase inhibitor, clade B (ovalbumin), member 1(serpinb1)
B0JYF4	5866209	Microcystis aeruginosa NIES-843	molecular chaperone Hsp33(MAE_RS23335)
P75395	877062	Mycoplasma pneumoniae M129	hypothetical protein(MPN387)
Q6NWH1	405882	Danio rerio	WD repeat domain 32(wdr32)
Q6NWH0	393420	Danio rerio	zgc:63470(zgc:63470)
Q338Z7	4348492	Oryza sativa Japonica Group	homeobox-leucine zipper protein HOX8(LOC4348492)
Q12946	2294	Homo sapiens	forkhead box F1(FOXF1)
Q9LRB0	832411	Arabidopsis thaliana	long-chain base (LCB) kinase 1(LCBK1)
Q9FKN7	831657	Arabidopsis thaliana	DA1-related protein 4(DAR4)
P75392	877106	Mycoplasma pneumoniae M129	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase(pdhC)
Q9DGC8	100049266	Oryzias latipes	prepro-gonadotropin-releasing hormone(gnrh1)
Q9NY15	23166	Homo sapiens	stabilin 1(STAB1)
Q8W485	835074	Arabidopsis thaliana	Putative thiol-disulfide oxidoreductase DCC(AT5G50100)
P08125	100858979	Gallus gallus	collagen, type X, alpha 1(COL10A1)
Q9NXP7	54826	Homo sapiens	gypsy retrotransposon integrase 1(GIN1)
Q8W487	818565	Arabidopsis thaliana	Mitochondrial glycoprotein family protein(AT2G39795)
Q4IJ11	23550155	Fusarium graminearum PH-1	transcription factor IWS1(FGSG_02797)
Q6NWG4	448867	Danio rerio	protein arginine methyltransferase 6(prmt6)
Q12955	288	Homo sapiens	ankyrin 3(ANK3)
Q8W491	829559	Arabidopsis thaliana	UDP-glucosyl transferase 73B3(UGT73B3)
Q12950	2298	Homo sapiens	forkhead box D4(FOXD4)
P12223	2702617	Marchantia polymorpha	ORF464(MapoCp087)
Q9M3A8	824085	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(emb1796)
P75389	877135	Mycoplasma pneumoniae M129	NADH oxidase(nox)
Q91VY9	52521	Mus musculus	zinc finger protein 622(Zfp622)
P75388	877054	Mycoplasma pneumoniae M129	adenine phosphoribosyltransferase(apt)
P75387	877104	Mycoplasma pneumoniae M129	hypothetical protein(F11_orf887)
Q9DGD1	395415	Gallus gallus	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative)(MGAT4C)
E3RE00	10515478	Pyrenophora teres f. teres 0-1	hypothetical protein(PTT_03507)
O80462	816878	Arabidopsis thaliana	extra-large G-protein 1(XLG1)
Q9NY26	27173	Homo sapiens	solute carrier family 39 member 1(SLC39A1)
Q61521	13874	Mus musculus	epiregulin(Ereg)
O05254	937175	Bacillus subtilis subsp. subtilis str. 168	ABC transporter permease(yufP)
Q61527	13869	Mus musculus	erb-b2 receptor tyrosine kinase 4(Erbb4)
Q61526	13867	Mus musculus	erb-b2 receptor tyrosine kinase 3(Erbb3)
F4JP36	826777	Arabidopsis thaliana	hapless 2(HAP2)
O80467	816883	Arabidopsis thaliana	spermidine disinapoyl acyltransferase(SDT)
Q14CM0	9758	Homo sapiens	FERM and PDZ domain containing 4(FRMPD4)
Q6CTY9	2892320	Kluyveromyces lactis NRRL Y-1140	hypothetical protein(KLLA0C08998g)
Q1DPX9	4560234	Coccidioides immitis RS	vacuolar ATPase assembly integral membrane protein VMA21(CIMG_07634)
P08111	33156	Drosophila melanogaster	lethal (2) giant larvae(l(2)gl)
Q9V8R9	37205	Drosophila melanogaster	coracle(cora)
Q6NWF4	407684	Danio rerio	vacuolar protein sorting 25 homolog (S. cerevisiae)(vps25)
A5DZS4	5233429	Lodderomyces elongisporus NRRL YB-4239	similar to metacaspase(LELG_02861)
Q9DGE0	65239	Danio rerio	mitogen-activated protein kinase kinase 6(map2k6)
Q6NWF1	393510	Danio rerio	solute carrier family 2 (facilitated glucose transporter), member 12(slc2a12)
Q12965	4643	Homo sapiens	myosin IE(MYO1E)
Q9M3B7	824076	Arabidopsis thaliana	F-box/FBD/LRR protein(AT3G49150)
Q9M3B6	824077	Arabidopsis thaliana	pyruvate kinase family protein(AT3G49160)
Q12967	5900	Homo sapiens	ral guanine nucleotide dissociation stimulator(RALGDS)
P16599	103694380	Rattus norvegicus	tumor necrosis factor(LOC103694380)
A7XDQ9	827853	Arabidopsis thaliana	Galactosyltransferase family protein(AT4G21060)
Q9FKP5	836670	Arabidopsis thaliana	ubiquitin-specific protease 17(UBP17)
A1CFB5	4705247	Aspergillus clavatus NRRL 1	hypothetical protein(ACLA_092620)
Q9NY37	51802	Homo sapiens	acid sensing ion channel subunit family member 5(ASIC5)
O11780	100519300	Sus scrofa	transforming growth factor, beta-induced, 68kDa(TGFBI)
Q14CN2	22802	Homo sapiens	chloride channel accessory 4(CLCA4)
Q9NY33	10072	Homo sapiens	dipeptidyl peptidase 3(DPP3)
P08100	6010	Homo sapiens	rhodopsin(RHO)
P08104	497770	Rattus norvegicus	sodium voltage-gated channel alpha subunit 3(Scn3a)
Q2FLL1	3924932	Methanospirillum hungatei JF-1	phenylalanyl-tRNA synthetase subunit beta(pheT)
P08106	423504	Gallus gallus	heat shock 70kDa protein 2(HSPA2)
Q6NWE1	393628	Danio rerio	PHD finger protein 10(phf10)
Q9FKP1	831654	Arabidopsis thaliana	calcium exchanger 7(CAX7)
Q75BP2	4619763	Eremothecium gossypii ATCC 10895	ACR229Wp(AGOS_ACR229W)
Q12901	7711	Homo sapiens	zinc finger protein 155(ZNF155)
Q12904	9255	Homo sapiens	aminoacyl tRNA synthetase complex interacting multifunctional protein 1(AIMP1)
O05224	936864	Bacillus subtilis subsp. subtilis str. 168	arsenical pump membrane protein(ywrK)
P26009	396225	Gallus gallus	integrin, alpha 8(ITGA8)
P26008	396420	Gallus gallus	integrin, alpha V(ITGAV)
Q63690	24887	Rattus norvegicus	BCL2 associated X, apoptosis regulator(Bax)
Q5R5X0	100443066	Pongo abelii	pinin, desmosome associated protein(PNN)
B4JBE6	6561929	Drosophila grimshawi	GH10760 gene product from transcript GH10760-RA(Dgri\GH10760)
Q9K0U7	902580	Neisseria meningitidis MC58	phospholipase A1(NMB0464)
O29972	1483482	Archaeoglobus fulgidus DSM 4304	hypothetical protein(AF_RS01345)
E9Q9U0	381944	Mus musculus	ubiquitin specific peptidase 17-like B(Usp17lb)
P26011	16421	Mus musculus	integrin beta 7(Itgb7)
O34412	939945	Bacillus subtilis subsp. subtilis str. 168	regulatory protein YlbF(ylbF)
Q969N2	51604	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class T(PIGT)
Q9NXK6	54852	Homo sapiens	progestin and adipoQ receptor family member 5(PAQR5)
Q5R684	100174657	Pongo abelii	ubiquilin 1(UBQLN1)
Q5R5W5	100173666	Pongo abelii	vesicle trafficking 1(VTA1)
Q5R685	100173589	Pongo abelii	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
Q9NXK8	54850	Homo sapiens	F-box and leucine rich repeat protein 12(FBXL12)
